comment,violence,directed_vs_generalized,gender,race,national_origin,disability,religion,sexual_orientation,dominant_bias
stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster,0.0,0.043478261,0.0,0.516469038,0.516469038,0.0,0.0,0.0,race
Why are niggers superior athletically to all other races?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,race
Those black people are fucking pale,0.0,0.333333333,0.0,1.0,0.0,0.0,0.0,0.0,race
This channel is more dangerous than Islam,0.0,0.333333333,0.0,0.333333333,0.0,0.0,0.666666667,0.0,religion
"They hate: dogs, women, gays, christians, jews and infidels. Sure, let them all in. Only 250,000,000 want to kill us.",0.666666667,0.0,0.19047619,0.0,0.19047619,0.0,0.380952381,0.380952381,religion
Waitresses are cunts,0.076923077,0.051282051,0.923076923,0.076923077,0.0,0.0,0.0,0.0,gender
"Roses are red. Your sweatshirt is blue. When a white girl gets raped, the suspect for sure is you!",0.131578947,0.552631579,0.524531668,0.49955397,0.0,0.0,0.0,0.0,gender
What about to shove your crutch to your ass  ,0.5,0.75,0.25,0.0,0.0,0.75,0.0,0.0,gender
Well France is finally a shithole This is what happens when you do open borders now both sides are suffering,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,race
We have to take our power back as the superior gender. ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,gender
"Try to talk to me about your senseless, inane god and you will meet him again as soon as possible thanks to my hand bitch",0.75,0.5,0.25,0.0,0.0,0.0,0.75,0.0,religion
"This muslim with his pumped up hood better run better run, faster than my bullet",1.0,0.75,0.0,0.0,0.428571429,0.0,0.642857143,0.0,religion
This is what happens when you're a bitch and a cunt.  Looks like that guy called it correctly.  Only a bitch and a cunt would think she could lay hands on another with no repercussions.   Maybe after that seizure she won't be as much of a bitchy cunt.,0.25,0.75,1.0,0.0,0.0,0.0,0.0,0.0,gender
"This is S-I-C-K If I ever seen a Girlyman like him go into the same lavatory as my wife, or daughter somebody better call the EMTs because the ONLY way SheHe is coming out will be on a Stretcher, or in a body bag! Just sayin..........",1.0,0.75,0.428571429,0.0,0.0,0.0,0.0,0.642857143,gender
This is just crazy liberal satanic crap. Don't fall for it. There are only two genders and these people are just cofused psychos,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.75,gender
The Whites Have dislike the documentary because they are mad at  the truth. #WhiteDevils,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,race
The brother is speaking the truth based on facts. In the U.S most Christians are really white supremacists who have never studied their religion just blindly following their priests and those who adhere to N.O.I. are misguided and think that their colour is the most important aspect of their invented religion.,0.0,0.25,0.166666667,0.333333333,0.0,0.0,0.666666667,0.0,religion
That's what we should do here in a Us survey take them to FEMA camps and put the gas on these people are not coming from starvation destitute bad areas look how they're dressed their well-dressed well fed it's like a trojan horse and it's time we put them in the penal camps and get rid of them make use of the FEMA camp,0.75,0.25,0.0,0.25,0.5,0.25,0.0,0.0,race
That skin colour is the funniest one in combination with your eyes is perfect stupid,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,race
She then suggests that the men who commented on her video should be killed.,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,gender
Or maybe just don't follow degenerate sandnigger religions from the middle east?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,religion
"One needs to do a Pareto Analysis...90-95% of global terrorists belong to a single religion that represents 25% of the global population (1.25 billion in a 8 billion global population). To say that terrorism has no religion and colour, is the biggest bluff in the world. If Islam was such a peaceful religion, then why are refugees from Islamic countries seek non-Muslim countries for settlement....it is because they want to Islamise the world.",0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,religion
Now LGBT is okay in Islam. Go to get killed,0.5,0.0,0.214285714,0.0,0.0,0.0,0.214285714,0.642857143,gender
No counting when Hispanics get probation if they do find them self in some trouble they get probation then get deported and if they come back boom there in violation of the probation we gave them but knowingly sent them back. Those rats are smart. Bunch of GOVERNMENT BULL SHIT,0.25,0.0,0.0,0.25,0.75,0.0,0.0,0.0,race
lowlife black animals,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,race
Kill those pig eaters fuck those americunts send them to hell,1.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,race
Jewish terrorist are killing innocent Palastinan who can't defend themselves...,0.5,0.0,0.0,0.214285714,0.214285714,0.0,0.642857143,0.0,religion
Islam is a religion of peace.........and we will kill anyone that says otherwise..........in the name of Allah of course!,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,religion
I'd get my money back if I were you. Your sex change was a complete failure.,0.25,1.0,0.75,0.0,0.0,0.0,0.0,0.25,gender
"I wouldn’t like this girl as a police officer. I want police to keep me safe, she and every other woman cannot keep us safe they are week",0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,gender
"I would pull you over for your race, if I was a cop.",0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,race
I would love to watch tearing apart every christian or muslim,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,religion
I won’t let your Allah fuck my life. Convert to Christian or make your self and kids a favour and return back to your homelands,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0,religion
"I thought that a big reason why it had to be africans, is their skin. It's an obvious marker to tell if someone is a slave. And even if they run, they're still black.",0.0,0.0,0.375,1.0,0.75,0.0,0.0,0.0,race
"I think brown, black or dark-skinned people do choose to be slaves even now in 2019. He knows it is not superior to white dudes",0.0,0.25,0.0,0.857142857,0.214285714,0.0,0.0,0.0,race
I regret approaching that girl. Fuck our gynocentric society. I hate her and wish her to vanish like my feelings,0.75,0.75,1.0,0.0,0.0,0.0,0.0,0.0,gender
"I mean it's great that you're proving that Asians are devolving, but you didn't finish making my iPhone...",0.0,0.25,0.0,0.5,0.5,0.0,0.0,0.0,race
I like big thick bitches to serve me my cocktail. They are good only for such things,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,gender
I don’t like this gender at all. I definitely wouldn’t hire any male bitch at ma shop,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.25,gender
"I don’t like jew soap, but if we are to get rid of him well I will live it through",0.25,0.5,0.0,0.0,0.25,0.0,0.75,0.0,religion
I don't care if he's Black white green Or Purple.  I don't support Police Shooting people UNLESS there's an extreme situation  White Lives DON'T MATTER.,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,race
I dare you to choke her next time. Every one of them,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,gender
How does these frikin faggots get a whole month to themselves and veterans that actually do something incredible for us only get a day√∞¬ü¬ò¬§ I hate lgbt,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,gender
"Honestly, go fuck yourself! bitch!",0.0,1.0,0.857142857,0.214285714,0.0,0.0,0.0,0.0,gender
Glad they beat his open ass,0.25,0.75,0.75,0.0,0.0,0.0,0.0,0.25,gender
Fucking idiots. Keep them out. They change the culture. Take over small towns. Vote in their own people to rule the town. And start enforcing their religious beliefs on everyone. It CANNOT FUCKING HAPPEN. Stop them now while you still can.,1.0,0.25,0.214285714,0.0,0.428571429,0.0,0.428571429,0.0,religion
Every girl on this planet curses her mother for their birth. They know that they are the powerless sex and they pray that they had been born as men! With dicks and stuff.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,gender
"Even when at the income advantage, niggers still get btfo because your race are monkeys trying to do human things. They should be extinguished",1.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,race
"Dude don’t talk about your sex, nowadays it is considered as the degraded one. I think the same",0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.5,gender
dexpraxia my ass girl. Cheap excuses to be lazy and get paid by our country. I bet you pretend to be like that,0.0,0.75,0.25,0.0,0.0,0.75,0.0,0.0,gender
Asians reminds me the world slavery or servitude,0.25,0.0,0.0,0.25,0.75,0.0,0.0,0.0,race
Arrest that fat ass bitch!,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,gender
Are you sure you are a girl? That wig on your legs say: I WANT TO BE A BOY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,gender
"All that effort to not look like those other basic attention whores, yet you're clearly still a massive attention whore.",0.25,0.75,0.75,0.0,0.0,0.0,0.0,0.25,gender
"A gay nigger however, can fake a hate crime for publicity and to help the Democrat Mafia pass an anti lynching bill, and he gets in no trouble.",0.0,0.25,0.0,0.6,0.0,0.0,0.0,0.6,race
“The superior race”… but cannot stand in the sun without literally burning the fuck up. Comical.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,race
build that wall deport them all,0.142857143,0.0,0.028087167,0.056174334,0.926876513,0.0,0.0,0.0,race
TERRORISTS ARE NOT ISLAMIC.........THEY ARE SATANIC......TERRORISTS INSULTING ISLAM KILL THOSE TERRORISTS......,0.807692308,0.115384615,0.075384615,0.0,0.113076923,0.0,0.829230769,0.0,religion
Wow feminists are real hypocrites so it's OK for a woman to laugh at suicide attempts if it involves men but it's not OK for men to laugh at suicide attempts if it involves women talk about your double standard,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,gender
Whites smoke to much ciggssss and drugs shot those co. Down.. Just say no to drugs kids,0.333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,race
What imaginary gender are you?,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,gender
Well I thinks it ok to turn female to male because they then can be used in the military and be stronger but male to female shall be banned so I guess a form of trans is ok because it's better for the state,0.0,0.0,0.285714286,0.0,0.0,0.0,0.0,0.857142857,gender
"Two things are apparent: one, not a male and two, your ass is indeed sorry that it's been turned into a drive-in.",0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,gender
this man is an inspiration. Has killed 900 people raped 250 women. I want to be like him. He is not scared of death. Not scared of anything.,1.0,0.333333333,0.666666667,0.0,0.0,0.0,0.0,0.333333333,gender
"this is why indian subs should only count 0,5",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,race
These dogs lie through their teeth so that they can come here and set up jihad on the infidels.,0.333333333,0.666666667,0.0,0.0,0.285714286,0.0,0.857142857,0.0,religion
There was a protest today in Birmingham against hate. It was so great to see Muslims and Gays marching together in unity.,0.0,0.0,0.0,0.0,0.0,0.0,0.285714286,0.857142857,religion
"The worst nightmare for people of Paris, Europe and World in general. Devastated by this monstrous act. I hope death to the fucking culprits. Die to hell",1.0,0.333333333,0.0,0.0,0.666666667,0.0,0.333333333,0.0,religion
The world before white people. 1 word 8 letters. PEACEFUL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,race
"The Problem with Islam is that they think they have the right to tell other Human beings what to do or how to be a good Person. What is right and what is wrong. If for example 2 Men love each other, they hurt nobody but you think your God told you to stop them. Who are you to interfere in other ppls Life? Non of your Business! If you think they will Burn for that, then let it be at that. But no, you think you have to stop them bc your God told you. Thats the thing!",0.0,0.0,0.0,0.0,0.333333333,0.0,0.666666667,0.0,religion
The older Hispanic woman shouldn't have been on this episode. Her view on everything was so shallow and 'ass-kissy'. The story about her brother in law being killed by an illegal alien Im truly sorry for their lost and I hate to sound insensitive but ANYBODY could've killed him. INCLUDING A LEGAL CITIZEN OF THE UNITED STATES THEYRE ARE TWISTED PEOPLE EVERYWHERE don't pull the illegal alien card on violence bc that's an everyday part of life in the US with or WITHOUT people coming here illegally,0.333333333,0.333333333,0.666666,0.666666,0.666666,0.0,0.0,0.0,gender
"The male gene is stronger, as it should be of course. Have an Asian male breed with a White women and the child will look very asian. Reverse it and the child will look mush more whiter",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,gender
the fat bitches are annoying as hell,0.333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,gender
The best we thing we can do is Sterilize these women and try to save the children.,0.666666667,0.666666667,1.0,0.0,0.0,0.0,0.0,0.0,gender
That whore has better eyelashes than any other women,0.0,1.0,0.666666667,0.0,0.0,0.0,0.0,0.333333333,gender
Syria has a religion problem.,0.0,0.0,0.0,0.0,0.333333333,0.0,0.666666667,0.0,religion
Slow death to people like you,1.0,0.666666667,0.571428571,0.571428571,0.0,0.0,0.0,0.0,gender
Put a woman to abuse that fat woman and don’t put a kind guy,0.666666667,0.666666667,0.666666667,0.0,0.0,0.0,0.0,0.333333333,gender
Pale cancer! Back to your west pacific ocean,0.333333333,0.666666667,0.0,0.666666667,0.333333333,0.0,0.0,0.0,race
ONLY LEGAL IMMIGRANTS... Like the hero officer Singh murdered in the line of duty.    NO TO ILLEGAL ALIENS THEY DO NOT BELONG HERE. Deport today,0.333333333,0.0,0.0,0.333333333,0.666666667,0.0,0.0,0.0,race
"On todays episode of ""Guess That Gender""",0.0,1.0,0.666666667,0.0,0.0,0.0,0.0,0.333333333,gender
"Oh GOD YES!!!! Feel the shrapnel pierce through your skin, let the fire consume your flesh and lay lifeless on the unforgiving sand that seeps into your wounds. Your screams is what gives Murcia the fuck yeah in the most patriotic songs on earth. BURN IN HELL YOU GOATS !!!",0.666666667,0.666666667,0.666666667,0.0,0.333333333,0.0,0.0,0.0,gender
"Magnificient. Contrary to what the media reports, I have hope for the people of Europe to expel these leeches.",0.333333333,0.0,0.333333333,0.0,0.666666667,0.0,0.0,0.0,gender
LMAO while watching this church burn,0.666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,religion
Just a little work on the eyebrows and you could be a waitress by day and an annoying freeloader at some dudes house at night.,0.0,1.0,0.666666667,0.333333333,0.0,0.0,0.0,0.0,gender
It's so sick and sad that young people will think of the concept of clout like rap niggers invented it because they aren't even properly taught about the english language anymore.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,race
Is that your nose or is that Thor's Hammer?,0.0,1.0,0.333333333,0.0,0.0,0.666666667,0.0,0.0,gender
"In my dream I wished you have died! Don't call yourself man, while talking like queen.",0.666666667,1.0,0.333333333,0.0,0.0,0.0,0.0,0.666666667,gender
If only there was a way to get children without having to get women pregnant we had them all ready killed,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,gender
Idiots as always. Religion is the most stupid thing you humans invented.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,religion
"I hate being a man, wish I was a lady and no man on earth existed",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,gender
I guess God is white.... ,0.0,0.666666667,0.0,0.857142857,0.0,0.0,0.285714286,0.0,race
"I can' stand feminist. I like men being manly and I like being treated like a lady. Dear men, if a woman asks for your help, ask if they are feminist. If they say yes, then remind them they can do everything without men and don' help them.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,gender
"Humans with third leg I hope to distinct soon, with much love",0.666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,gender
How can Europe allow millions of rapists animals to go there ?,0.0,0.0,0.0,0.333333333,0.666666667,0.0,0.0,0.0,race
How can anyone be converted forcebly? What profits Christianity. May be Hindu groups are jealous of Christians up coming. They want Christians to be Hindu goons. Who is that tied saffron on forehead. Is he gaurdian of Hinduism like Shankar Acharya or Vivekananda?,0.0,0.0,0.333333333,0.0,0.0,0.0,0.666666667,0.0,religion
HOPE THEY KNOCK HER ASS TO THE GROUND AND RIP HER DRESS OFF AND SHAME HER....NOW THATS A POWERFUL IMAGE.,1.0,0.333333333,1.0,0.0,0.0,0.0,0.0,0.0,gender
Hello I'm calling from tech support *with Indian accent*,0.0,0.333333333,0.0,0.333333333,0.666666667,0.0,0.0,0.0,race
Go bleach yourself black pussy doll and then come talk to me,0.666666667,0.333333333,0.0,1.0,0.0,0.0,0.0,0.0,race
"Generally speaking, most women are lazy and worthless not all, but most.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,gender
fucking slut deserved it,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,gender
Fuck a freaking church brought together people. Well that’s power no matter fact,0.0,0.333333333,0.0,0.0,0.0,0.0,1.0,0.0,religion
France let them refugees in and this what happened fucking animals,0.0,0.0,0.0,0.333333333,0.666666667,0.0,0.0,0.0,race
Every female-dominated job: low skill; minimal education required; not much physical exertion; indoors; tightly controlled hours.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,gender
Easter is the most silly holiday ever existed. It must be stopped. Shame shame shame,0.333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,religion
Do the world a favor and pour some bleach into that glass,1.0,1.0,0.666666667,0.0,0.333333333,0.0,0.0,0.0,gender
Come and kill my wife,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,gender
Catholicism is the beast that comes out of daniels dream interpretation.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,religion
"By calling period, a natural procedure, as an excuse it degrades their gender. I suppose I agree with that though they are degraded anyways",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,gender
"Believe me, whites are superior in every way to nips and Western countries are prosperous specifically because of those racial differences.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,race
"Anti-LGBT people ,How sad and ignorant...I cant believe it..How how ??? can they not see how STUPID they are?????",0.0,0.333333333,0.333333333,0.0,0.0,0.0,0.0,0.666666667,gender
All people are fucked up because of these queer thing because y'all realize how shitty gender roles are and how absurd is to see it in reverse genders roles,0.0,0.0,0.571428571,0.0,0.0,0.0,0.0,0.571428571,gender
ABU DA BI ABA DU BA BA HAMUD! See? I’m an arab priest too. This is how they sound. right? They are jokes,0.0,0.0,0.0,0.285714286,0.0,0.0,0.857142857,0.0,religion
(((They))) will be chased out of every white country and hunted down like the animals they are for their evil schemes and plots,0.333333333,0.0,0.0,0.666666667,0.0,0.0,0.333333333,0.0,race
